Composition,Sample A,Sample B,a_stoich_json,b_stoich_json,Lattice Parameter (Å),Thermal Conductivity (W/m/K),Vickers Hardness (GPa),CTE (K^-1),Relative Density %,Density Measured,Density Calculated,Bulk Modulus (GPa),Shear Modulus (GPa),Youngs Modulus (GPa),Poisson Ratio,Fracture Toughness (Mpa*m^.5),Specific Heat (Jg^−1K^−1),Thermal Diffusivity  (mm² s⁻¹),High Temp CTE,Temperature (K),Ionic Radius A (Å),Ionic Radius B (Å),oxygen_param_x,rA/rB (Å),Size disorder (δ %),Porosity (%),Grain Size (μm),compound_type,data_source
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Eu,Gd,La,Nd,Sm",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",10.6392,,,,,,,,,,,,,,,,1.519,,,,3.49,,,high_entropy,literature_extraction
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2(Ce0.1Zr0.9)2O7,"Eu,Gd,La,Nd,Sm","Ce,Zr","{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 0.9, ""Ce"": 0.1}",10.6632,,,,,,,,,,,,,,,,1.488,,,,7.05,,,high_entropy,literature_extraction
(Ce0.2727Gd0.1818La0.1818Nd0.1818Sm0.1818)2(Eu0.2222Zr0.7778)2O7,"Ce,Gd,La,Nd,Sm","Eu,Zr","{""La"": 0.18181818181818182, ""Nd"": 0.18181818181818182, ""Sm"": 0.18181818181818182, ""Gd"": 0.18181818181818182, ""Ce"": 0.2727272727272727}","{""Zr"": 0.7777777777777778, ""Eu"": 0.22222222222222227}",10.7464,,,,,,,,,,,,,,,,1.429,,,,9.6,,,high_entropy,literature_extraction
(Gd0.3333La0.3333Nd0.3333)2Zr2O7,"Gd,La,Nd",Zr,"{""La"": 0.3333333333333333, ""Nd"": 0.3333333333333333, ""Gd"": 0.3333333333333333}","{""Zr"": 1.0}",10.6832,,,,,,,,,,,,,,,,1.538,,,,3.95,,,high_entropy,literature_extraction
(Gd0.3333La0.3333Nd0.3333)2(Ce0.3Zr0.7)2O7,"Gd,La,Nd","Ce,Zr","{""La"": 0.3333333333333333, ""Nd"": 0.3333333333333333, ""Gd"": 0.3333333333333333}","{""Zr"": 0.7, ""Ce"": 0.3}",10.7456,,,,,,,,,,,,,,,,1.447,,,,9.8,,,high_entropy,literature_extraction
(Gd0.3333La0.3333Yb0.3333)2Zr2O7,"Gd,La,Yb",Zr,"{""La"": 0.3333333333333333, ""Gd"": 0.3333333333333333, ""Yb"": 0.3333333333333333}","{""Zr"": 1.0}",10.6624,,,,,,,,,,,,,,,,1.481,,,,6.76,,,high_entropy,literature_extraction
(Gd0.25La0.25Nd0.25Yb0.25)2Zr2O7,"Gd,La,Nd,Yb",Zr,"{""La"": 0.25, ""Nd"": 0.25, ""Gd"": 0.25, ""Yb"": 0.25}","{""Zr"": 1.0}",10.6192,,,,,,,,,,,,,,,,1.495,,,,6.05,,,high_entropy,literature_extraction
(Gd0.2La0.2Nd0.2Sm0.2Yb0.2)2Zr2O7,"Gd,La,Nd,Sm,Yb",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",10.5968,,,,,,,,,,,,,,,,1.496,,,,5.4,,,high_entropy,literature_extraction
(Eu0.1667Gd0.1667La0.1667Nd0.1667Sm0.1667Yb0.1667)2Zr2O7,"Eu,Gd,La,Nd,Sm,Yb",Zr,"{""La"": 0.16666666666666666, ""Nd"": 0.16666666666666666, ""Sm"": 0.16666666666666666, ""Gd"": 0.16666666666666666, ""Yb"": 0.16666666666666666, ""Eu"": 0.16666666666666666}","{""Zr"": 1.0}",10.5864,,,,,,,,,,,,,,,,1.494,,,,5.0,,,high_entropy,literature_extraction
(Eu0.15Gd0.15La0.15Nd0.15Sm0.15Yb0.25)2Zr2O7,"Eu,Gd,La,Nd,Sm,Yb",Zr,"{""La"": 0.15, ""Nd"": 0.15, ""Sm"": 0.15, ""Gd"": 0.15, ""Yb"": 0.25, ""Eu"": 0.15}","{""Zr"": 1.0}",10.5832,,,,,,,,,,,,,,,,1.481,,,,5.38,,,high_entropy,literature_extraction
(Dy0.2La0.2Sc0.2Y0.2Yb0.2)2Zr2O7,"Dy,La,Sc,Y,Yb",Zr,"{""La"": 0.2, ""Dy"": 0.2, ""Y"": 0.2, ""Yb"": 0.2, ""Sc"": 0.2}","{""Zr"": 1.0}",10.4664,,,,,,,,,,,,,,,,1.406,,,,9.17,,,high_entropy,literature_extraction
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2Hf2O7,"Eu,Gd,La,Nd,Sm",Hf,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Hf"": 1.0}",10.6352,,,,,,,,,,,,,,,,1.54,,,,3.49,,,high_entropy,literature_extraction
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Eu,Gd,La,Nd,Sm",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",10.625,,12.3,,99.0,,6.554,,,320.6,,2.8,,,,,,,,,,,2.4,high_entropy,literature_extraction
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Eu,Gd,La,Nd,Sm",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",10.625,,11.7,,97.0,,6.554,,,225.8,,1.1,,,,,,,,,,,5.2,high_entropy,literature_extraction
(Gd0.2La0.2Nd0.2Sm0.2Y0.2)2Zr2O7,"Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Y"": 0.2}","{""Zr"": 1.0}",,,,,,,,276.0,,,,,,,,,,,,,,,,high_entropy,literature_extraction
(Gd0.2La0.2Nd0.2Sm0.2Y0.2)2Zr2O7,"Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Y"": 0.2}","{""Zr"": 1.0}",,,,,,,,,,,,,,,,,,,,,,,,high_entropy,literature_extraction
(Gd0.2La0.2Nd0.2Sm0.2Y0.2)2Zr2O7,"Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Y"": 0.2}","{""Zr"": 1.0}",,,,,,,,244.0,,,,,,,,,,,,1.4742,,,,high_entropy,literature_extraction
(Gd0.3564La0.2871Nd0.3564)2Zr2O7,"Gd,La,Nd",Zr,"{""La"": 0.2871287128712871, ""Nd"": 0.3564356435643564, ""Gd"": 0.3564356435643564}","{""Zr"": 1.0}",,2.03,,,,6.359,,,,,,,,0.836,,,1.1036,,,,,1.3,,high_entropy,literature_extraction
(Gd0.1494Ho0.1494La0.3317Nd0.259Yb0.1106)2Zr2O7,"Gd,Ho,La,Nd,Yb",Zr,"{""La"": 0.3316733067729084, ""Nd"": 0.2589641434262948, ""Gd"": 0.14940239043824702, ""Ho"": 0.14940239043824702, ""Yb"": 0.11055776892430279}","{""Zr"": 1.0}",,1.903,,,,6.489,,,,,,,,0.729,,,1.0937,,,,,1.09,,high_entropy,literature_extraction
(Dy0.09Gd0.05La0.43Nd0.05Yb0.38)2Zr2O7,"Dy,Gd,La,Nd,Yb",Zr,"{""La"": 0.43, ""Nd"": 0.05, ""Gd"": 0.05, ""Dy"": 0.09, ""Yb"": 0.38}","{""Zr"": 1.0}",,2.029,,,,,,,,,,,,,,,1.0731,,,,,,,high_entropy,literature_extraction
(Dy0.1Ho0.05La0.45Nd0.05Yb0.35)2Zr2O7,"Dy,Ho,La,Nd,Yb",Zr,"{""La"": 0.45, ""Nd"": 0.05, ""Ho"": 0.05, ""Dy"": 0.1, ""Yb"": 0.35}","{""Zr"": 1.0}",,2.029,,,,,,,,,,,,,,,1.07565,,,,,,,high_entropy,literature_extraction
(Ce0.2Gd0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Ce,Gd,La,Nd,Sm",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Ce"": 0.2}","{""Zr"": 1.0}",10.64,,,,,6.457,,,,169.0,,,,,,,,,,1.54,,95.8,2.63,high_entropy,literature_extraction
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Eu,Gd,La,Nd,Sm",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",10.69,1.8,12.7,1.1e-05,,6.406,6.64,,,,,,,0.77,11.5,,0.1093,,,1.52,3.5,3.524,4.4,high_entropy,literature_extraction
(Gd0.3333Nd0.3333Sm0.3333)2Zr2O7,"Gd,Nd,Sm",Zr,"{""Nd"": 0.3333333333333333, ""Sm"": 0.3333333333333333, ""Gd"": 0.3333333333333333}","{""Zr"": 1.0}",,,,,,,,,,,,,,,,,,,,1.5,,,,high_entropy,literature_extraction
(Gd0.3333La0.3333Nd0.3333)2Zr2O7,"Gd,La,Nd",Zr,"{""La"": 0.3333333333333333, ""Nd"": 0.3333333333333333, ""Gd"": 0.3333333333333333}","{""Zr"": 1.0}",,,,,,,,,,,,,,,,,,,,1.54,,,,high_entropy,literature_extraction
(Er0.2Gd0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Er,Gd,La,Nd,Sm",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Er"": 0.2}","{""Zr"": 1.0}",,,,,,,,,,,,,,,,,,,,1.5,,,,high_entropy,literature_extraction
Gd2(Sn0.3333Ti0.3333Zr0.3333)2O7,Gd,"Sn,Ti,Zr","{""Gd"": 1.0}","{""Ti"": 0.3333333333333333, ""Zr"": 0.3333333333333333, ""Sn"": 0.3333333333333333}",,,,,,,,,,,,,,,,,,,,1.56,,,,high_entropy,literature_extraction
Gd2(Hf0.2Sn0.2Ta0.2Ti0.2Zr0.2)2O7,Gd,"Hf,Sn,Ta,Ti,Zr","{""Gd"": 1.0}","{""Ti"": 0.2, ""Zr"": 0.2, ""Hf"": 0.2, ""Sn"": 0.2, ""Ta"": 0.2}",,,,,,,,,,,,,,,,,,,,1.54,,,,high_entropy,literature_extraction
Gd2(Hf0.2Nb0.2Sn0.2Ti0.2Zr0.2)2O7,Gd,"Hf,Nb,Sn,Ti,Zr","{""Gd"": 1.0}","{""Ti"": 0.2, ""Zr"": 0.2, ""Hf"": 0.2, ""Nb"": 0.2, ""Sn"": 0.2}",,,,,,,,,,,,,,,,,,,,1.54,,,,high_entropy,literature_extraction
(Dy0.2Er0.2Ho0.2Y0.2Yb0.2)2Zr2O7,"Dy,Er,Ho,Y,Yb",Zr,"{""Dy"": 0.2, ""Y"": 0.2, ""Ho"": 0.2, ""Er"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",,,11.9,,99.3,6.99,7.04,,,,,,,,10.39,,,,,,,,,high_entropy,literature_extraction
(Er0.2La0.2Nd0.2Y0.2Yb0.2)2Zr2O7,"Er,La,Nd,Y,Yb",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Y"": 0.2, ""Er"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",10.646,,11.47,,,6.53,,,,,,,,,10.45,,,,,,,,,high_entropy,literature_extraction
(Gd0.2La0.2Nd0.2Sm0.2Yb0.2)2Zr2O7,"Gd,La,Nd,Sm,Yb",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",10.595,,10.96,,,6.57,,,,,,,,,11.02,,,,,,,,,high_entropy,literature_extraction
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Eu,Gd,La,Nd,Sm",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",10.629,,10.75,,96.3,6.3,6.54,,,,,,,,10.9,,,,,,,,,high_entropy,literature_extraction
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Eu,Gd,La,Nd,Sm",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",10.643,2.17,13.5,1e-05,99.69,6.498,6.518,,,197.51,,1.31,,0.87,,,,,0.3332,,,,1.82,high_entropy,literature_extraction
(Eu0.2Gd0.2Nd0.2Sm0.2Yb0.2)2Zr2O7,"Eu,Gd,Nd,Sm,Yb",Zr,"{""Yb"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",10.537,1.8,9.63,1.052e-05,95.75,6.579,6.871,,,171.55,,1.8,,0.68,,,,,0.3559,,,,1.07,high_entropy,literature_extraction
Y2(Hf0.2Nb0.2Ta0.2Ti0.2Zr0.2)2O7,Y,"Hf,Nb,Ta,Ti,Zr","{""Y"": 1.0}","{""Ti"": 0.2, ""Zr"": 0.2, ""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2}",10.338,1.79,,,,5.78,,,,191.7,,,,,,,,0.666,,1.524,,1.2,3.35,high_entropy,literature_extraction
Y2(Hf0.25Ta0.25Ti0.25Zr0.25)2O7,Y,"Hf,Ta,Ti,Zr","{""Y"": 1.0}","{""Ti"": 0.25, ""Zr"": 0.25, ""Hf"": 0.25, ""Ta"": 0.25}",10.333,1.8,,,,6.45,,,,228.5,,,,,,,,0.669,,1.518,,1.0,4.69,high_entropy,literature_extraction
(Er0.2Gd0.2La0.2Y0.2Yb0.2)2(Ti0.5Zr0.5)2O7,"Er,Gd,La,Y,Yb","Ti,Zr","{""La"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2, ""Er"": 0.2}","{""Zr"": 0.5, ""Ti"": 0.5}",,1.2,,,,,,,,,,,,0.459,10.84,,,,,,,,,high_entropy,literature_extraction
(Er0.2Gd0.2Lu0.2Y0.2Yb0.2)2Zr2O7,"Er,Gd,Lu,Y,Yb",Zr,"{""Y"": 0.2, ""Gd"": 0.2, ""Er"": 0.2, ""Yb"": 0.2, ""Lu"": 0.2}","{""Zr"": 1.0}",,,12.1,1.02e-05,97.0,,7.04,,,,,1.1,,,,,,,,,,,,high_entropy,literature_extraction
(Gd0.2La0.2Sm0.2Y0.2Yb0.2)2(Nb0.5Ta0.5)2O7,"Gd,La,Sm,Y,Yb","Nb,Ta","{""La"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2}","{""Nb"": 0.5, ""Ta"": 0.5}",10.636,0.85,8.68,6.91e-06,94.2,,,,,391.0,,1.82,,0.32,10.72,,,,,,,,3.0,high_entropy,literature_extraction
(Dy0.1538Gd0.3846La0.1538Nd0.1538Sm0.1538)2(Eu0.2857Ta0.7143)2O7,"Dy,Gd,La,Nd,Sm","Eu,Ta","{""La"": 0.15384615384615385, ""Dy"": 0.15384615384615385, ""Nd"": 0.15384615384615385, ""Sm"": 0.15384615384615385, ""Gd"": 0.3846153846153846}","{""Eu"": 0.28571428571428575, ""Ta"": 0.7142857142857143}",10.636,1.41,8.77,2e-06,91.96,,,,,211.0,,2.49,,0.4,10.6,,,,,,6.84,,,high_entropy,literature_extraction
(Ce0.2Gd0.2La0.2Sm0.2Y0.2)2Zr2O7,"Ce,Gd,La,Sm,Y",Zr,"{""La"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Sm"": 0.2, ""Ce"": 0.2}","{""Zr"": 1.0}",,,6.61,1.44e-05,,6.41,6.75,,,,,1.27,,,11.1,,,,,1.467,6.01,5.04,,high_entropy,literature_extraction
(Ca0.4Gd0.3La0.3)2(Hf0.2Nb0.2Ta0.2Ti0.2Zr0.2)2O7,"Ca,Gd,La","Hf,Nb,Ta,Ti,Zr","{""La"": 0.3, ""Gd"": 0.3, ""Ca"": 0.4}","{""Ti"": 0.2, ""Zr"": 0.2, ""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2}",10.511,1.56,8.88,,,6.07,6.32,,,197.0,,1.68,,0.62,9.0,,,,,1.493,,4.0,9.12,high_entropy,literature_extraction
(La0.2Lu0.2Nd0.2Y0.2Yb0.2)2Zr2O7,"La,Lu,Nd,Y,Yb",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2, ""Lu"": 0.2}","{""Zr"": 1.0}",,1.23,10.03,,85.54,6.08,7.1,,,,,1.04,,0.53,,,,,,1.4583,6.88,,1.65,high_entropy,literature_extraction
(Ce0.2Eu0.2La0.2Pr0.2Sm0.2)2Hf2O7,"Ce,Eu,La,Pr,Sm",Hf,"{""La"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2, ""Ce"": 0.2, ""Eu"": 0.2}","{""Hf"": 1.0}",10.65,1.24,,6.4e-06,,5.73,8.34,,,,,,,0.56,13.4,,,,,1.57,,14.2,,high_entropy,literature_extraction
